schedule_id,loan_id,installment_no,error
LEGACY_TTMPCL-001_01,TTMPCL-001,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_02,TTMPCL-001,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_03,TTMPCL-001,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_04,TTMPCL-001,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_05,TTMPCL-001,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_06,TTMPCL-001,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_07,TTMPCL-001,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_08,TTMPCL-001,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_09,TTMPCL-001,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_10,TTMPCL-001,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_11,TTMPCL-001,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_12,TTMPCL-001,12,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-001_13,TTMPCL-001,13,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_01,TTMPCL-002,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_02,TTMPCL-002,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_03,TTMPCL-002,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_04,TTMPCL-002,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_05,TTMPCL-002,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_06,TTMPCL-002,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_07,TTMPCL-002,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_08,TTMPCL-002,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_09,TTMPCL-002,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_10,TTMPCL-002,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-002_11,TTMPCL-002,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_01,TTMPCL-003,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_02,TTMPCL-003,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_03,TTMPCL-003,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_04,TTMPCL-003,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_05,TTMPCL-003,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_06,TTMPCL-003,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_07,TTMPCL-003,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_08,TTMPCL-003,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_09,TTMPCL-003,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_10,TTMPCL-003,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_11,TTMPCL-003,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_12,TTMPCL-003,12,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_13,TTMPCL-003,13,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_14,TTMPCL-003,14,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_15,TTMPCL-003,15,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_16,TTMPCL-003,16,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_17,TTMPCL-003,17,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_18,TTMPCL-003,18,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_19,TTMPCL-003,19,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_20,TTMPCL-003,20,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_21,TTMPCL-003,21,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_22,TTMPCL-003,22,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_23,TTMPCL-003,23,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-003_24,TTMPCL-003,24,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_01,TTMPCL-004,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_02,TTMPCL-004,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_03,TTMPCL-004,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_04,TTMPCL-004,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_05,TTMPCL-004,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_06,TTMPCL-004,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_07,TTMPCL-004,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_08,TTMPCL-004,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_09,TTMPCL-004,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_10,TTMPCL-004,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_11,TTMPCL-004,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-004_12,TTMPCL-004,12,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-005_01,TTMPCL-005,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-005_02,TTMPCL-005,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-005_03,TTMPCL-005,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-005_04,TTMPCL-005,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-005_05,TTMPCL-005,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-005_06,TTMPCL-005,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-006_01,TTMPCL-006,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-006_02,TTMPCL-006,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-006_03,TTMPCL-006,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-006_04,TTMPCL-006,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-006_05,TTMPCL-006,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-006_06,TTMPCL-006,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-006_07,TTMPCL-006,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-006_08,TTMPCL-006,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-006_09,TTMPCL-006,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-007_01,TTMPCL-007,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-007_02,TTMPCL-007,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-007_03,TTMPCL-007,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-007_04,TTMPCL-007,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-007_05,TTMPCL-007,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-007_06,TTMPCL-007,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_01,TTMPCL-008,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_02,TTMPCL-008,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_03,TTMPCL-008,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_04,TTMPCL-008,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_05,TTMPCL-008,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_06,TTMPCL-008,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_07,TTMPCL-008,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_08,TTMPCL-008,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_09,TTMPCL-008,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_10,TTMPCL-008,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_11,TTMPCL-008,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-008_12,TTMPCL-008,12,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_01,TTMPCL-009,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_02,TTMPCL-009,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_03,TTMPCL-009,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_04,TTMPCL-009,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_05,TTMPCL-009,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_06,TTMPCL-009,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_07,TTMPCL-009,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_08,TTMPCL-009,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_09,TTMPCL-009,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_10,TTMPCL-009,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_11,TTMPCL-009,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-009_12,TTMPCL-009,12,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_01,TTMPCL-010,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_02,TTMPCL-010,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_03,TTMPCL-010,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_04,TTMPCL-010,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_05,TTMPCL-010,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_06,TTMPCL-010,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_07,TTMPCL-010,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_08,TTMPCL-010,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_09,TTMPCL-010,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_10,TTMPCL-010,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_11,TTMPCL-010,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_12,TTMPCL-010,12,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-010_13,TTMPCL-010,13,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-011_01,TTMPCL-011,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-011_02,TTMPCL-011,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-011_03,TTMPCL-011,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-011_04,TTMPCL-011,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-011_05,TTMPCL-011,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-011_06,TTMPCL-011,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-011_07,TTMPCL-011,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-011_08,TTMPCL-011,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-011_09,TTMPCL-011,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-011_10,TTMPCL-011,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_01,TTMPCL-012,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_02,TTMPCL-012,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_03,TTMPCL-012,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_04,TTMPCL-012,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_05,TTMPCL-012,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_06,TTMPCL-012,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_07,TTMPCL-012,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_08,TTMPCL-012,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_09,TTMPCL-012,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_10,TTMPCL-012,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_11,TTMPCL-012,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_12,TTMPCL-012,12,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_13,TTMPCL-012,13,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_14,TTMPCL-012,14,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_15,TTMPCL-012,15,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_16,TTMPCL-012,16,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_17,TTMPCL-012,17,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_18,TTMPCL-012,18,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-012_19,TTMPCL-012,19,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-013_01,TTMPCL-013,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-013_02,TTMPCL-013,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-013_03,TTMPCL-013,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-013_04,TTMPCL-013,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-013_05,TTMPCL-013,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-013_06,TTMPCL-013,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-014_01,TTMPCL-014,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-014_02,TTMPCL-014,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-014_03,TTMPCL-014,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-014_04,TTMPCL-014,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-014_05,TTMPCL-014,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-014_06,TTMPCL-014,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-014_07,TTMPCL-014,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-015_01,TTMPCL-015,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-015_02,TTMPCL-015,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
